Agente,Fecha,Hora,Tema,Respondido (S/N),Resuelto,Velocidad de respuesta en segundos,Duración promedio de la llamada,Calificación de satisfacción,Duración de la llamada,Duración de la llamada en minutos,NombreDia,NombreMes
Diane,2021-02-07,9,Admin Support,Y,Y,71.0,00:06:52,3.0,412,6.87,Sunday,February
Jim,2021-02-07,9,Admin Support,Y,Y,94.0,00:02:17,3.0,137,2.28,Sunday,February
Dan,2021-02-07,9,Payment related,Y,Y,11.0,00:06:50,5.0,410,6.83,Sunday,February
Greg,2021-02-07,9,Streaming,Y,Y,51.0,00:06:15,1.0,375,6.25,Sunday,February
Martha,2021-02-07,9,Streaming,Y,N,12.0,00:06:03,3.0,363,6.05,Sunday,February
Jim,2021-02-07,10,Admin Support,Y,Y,16.0,00:05:22,4.0,322,5.37,Sunday,February
Jim,2021-02-07,10,Streaming,Y,Y,54.0,00:04:21,3.0,261,4.35,Sunday,February
Martha,2021-02-07,10,Admin Support,Y,Y,106.0,00:04:06,3.0,246,4.1,Sunday,February
Martha,2021-02-07,10,Admin Support,Y,Y,13.0,00:01:10,3.0,70,1.17,Sunday,February
Joe,2021-02-07,10,Streaming,Y,N,97.0,00:03:16,4.0,196,3.27,Sunday,February
Martha,2021-02-07,10,Contract related,Y,Y,124.0,00:04:54,4.0,294,4.9,Sunday,February
Dan,2021-02-07,10,Technical Support,Y,Y,46.0,00:04:12,3.0,252,4.2,Sunday,February
Martha,2021-02-07,10,Streaming,Y,Y,53.0,00:06:37,4.0,397,6.62,Sunday,February
Becky,2021-02-07,11,Payment related,Y,Y,51.0,00:06:01,2.0,361,6.02,Sunday,February
Diane,2021-02-07,11,Technical Support,Y,Y,51.0,00:00:58,5.0,58,0.97,Sunday,February
Becky,2021-02-07,11,Contract related,Y,Y,30.0,00:01:58,4.0,118,1.97,Sunday,February
Greg,2021-02-07,11,Streaming,Y,Y,51.0,00:06:24,5.0,384,6.4,Sunday,February
Becky,2021-02-07,11,Admin Support,Y,Y,45.0,00:02:40,1.0,160,2.67,Sunday,February
Diane,2021-02-07,11,Contract related,Y,Y,43.0,00:06:27,5.0,387,6.45,Sunday,February
Greg,2021-02-07,12,Technical Support,Y,Y,51.0,00:01:14,4.0,74,1.23,Sunday,February
Becky,2021-02-07,12,Contract related,Y,Y,99.0,00:04:06,4.0,246,4.1,Sunday,February
Greg,2021-02-07,13,Admin Support,Y,Y,94.0,00:01:50,5.0,110,1.83,Sunday,February
Stewart,2021-02-07,13,Technical Support,Y,Y,11.0,00:01:19,2.0,79,1.32,Sunday,February
Diane,2021-02-07,13,Technical Support,Y,Y,120.0,00:00:40,3.0,40,0.67,Sunday,February
Stewart,2021-02-07,13,Admin Support,Y,Y,70.0,00:06:33,3.0,393,6.55,Sunday,February
Becky,2021-02-07,13,Payment related,Y,Y,111.0,00:06:44,5.0,404,6.73,Sunday,February
Martha,2021-02-07,13,Technical Support,Y,Y,85.0,00:04:43,1.0,283,4.72,Sunday,February
Diane,2021-02-07,13,Technical Support,Y,N,58.0,00:01:31,2.0,91,1.52,Sunday,February
Greg,2021-02-07,14,Payment related,Y,Y,14.0,00:03:17,4.0,197,3.28,Sunday,February
Martha,2021-02-07,14,Payment related,Y,Y,40.0,00:04:27,4.0,267,4.45,Sunday,February
Jim,2021-02-07,14,Contract related,Y,Y,51.0,00:05:14,3.0,314,5.23,Sunday,February
Greg,2021-02-07,14,Streaming,Y,N,16.0,00:05:47,3.0,347,5.78,Sunday,February
Greg,2021-02-07,14,Contract related,Y,Y,27.0,00:03:53,3.0,233,3.88,Sunday,February
Martha,2021-02-07,14,Contract related,Y,Y,14.0,00:06:28,1.0,388,6.47,Sunday,February
Martha,2021-02-07,15,Payment related,Y,Y,105.0,00:04:17,4.0,257,4.28,Sunday,February
Diane,2021-02-07,15,Streaming,Y,Y,77.0,00:01:05,4.0,65,1.08,Sunday,February
Greg,2021-02-07,16,Payment related,Y,N,71.0,00:03:28,3.0,208,3.47,Sunday,February
Dan,2021-02-07,16,Payment related,Y,Y,105.0,00:04:16,4.0,256,4.27,Sunday,February
Stewart,2021-02-07,16,Admin Support,Y,Y,107.0,00:05:42,4.0,342,5.7,Sunday,February
Becky,2021-02-07,16,Admin Support,Y,Y,53.0,00:03:54,2.0,234,3.9,Sunday,February
Joe,2021-02-07,16,Contract related,Y,Y,109.0,00:03:40,4.0,220,3.67,Sunday,February
Becky,2021-02-07,16,Technical Support,Y,Y,18.0,00:04:17,4.0,257,4.28,Sunday,February
Dan,2021-02-07,16,Admin Support,Y,Y,34.0,00:03:27,3.0,207,3.45,Sunday,February
Martha,2021-02-07,16,Contract related,Y,Y,102.0,00:05:43,2.0,343,5.72,Sunday,February
Stewart,2021-02-07,16,Payment related,Y,Y,111.0,00:01:20,5.0,80,1.33,Sunday,February
Greg,2021-02-07,16,Admin Support,Y,Y,81.0,00:04:14,4.0,254,4.23,Sunday,February
Diane,2021-02-07,17,Admin Support,Y,Y,97.0,00:05:13,3.0,313,5.22,Sunday,February
Becky,2021-02-08,9,Contract related,Y,Y,17.0,00:05:49,4.0,349,5.82,Monday,February
Becky,2021-02-08,9,Admin Support,Y,Y,116.0,00:04:05,4.0,245,4.08,Monday,February
Joe,2021-02-08,9,Payment related,Y,Y,112.0,00:04:43,3.0,283,4.72,Monday,February
Diane,2021-02-08,9,Admin Support,Y,Y,40.0,00:06:40,1.0,400,6.67,Monday,February
Becky,2021-02-08,9,Admin Support,Y,Y,120.0,00:02:41,5.0,161,2.68,Monday,February
Joe,2021-02-08,10,Payment related,Y,Y,24.0,00:01:02,4.0,62,1.03,Monday,February
Stewart,2021-02-08,10,Technical Support,Y,Y,122.0,00:02:49,3.0,169,2.82,Monday,February
Stewart,2021-02-08,10,Streaming,Y,Y,21.0,00:06:07,3.0,367,6.12,Monday,February
Dan,2021-02-08,12,Contract related,Y,Y,16.0,00:05:12,5.0,312,5.2,Monday,February
Greg,2021-02-08,13,Streaming,Y,Y,65.0,00:06:13,4.0,373,6.22,Monday,February
Martha,2021-02-08,13,Streaming,Y,N,111.0,00:05:19,1.0,319,5.32,Monday,February
Stewart,2021-02-08,13,Contract related,Y,Y,81.0,00:00:55,2.0,55,0.92,Monday,February
Martha,2021-02-08,14,Technical Support,Y,Y,85.0,00:04:36,3.0,276,4.6,Monday,February
Martha,2021-02-08,14,Technical Support,Y,Y,109.0,00:05:55,4.0,355,5.92,Monday,February
Becky,2021-02-08,14,Streaming,Y,N,71.0,00:01:39,4.0,99,1.65,Monday,February
Diane,2021-02-08,14,Admin Support,Y,Y,50.0,00:02:09,3.0,129,2.15,Monday,February
Greg,2021-02-08,14,Payment related,Y,Y,66.0,00:01:03,3.0,63,1.05,Monday,February
Becky,2021-02-08,14,Streaming,Y,Y,36.0,00:02:36,5.0,156,2.6,Monday,February
Joe,2021-02-08,14,Streaming,Y,Y,57.0,00:03:56,2.0,236,3.93,Monday,February
Greg,2021-02-08,14,Technical Support,Y,Y,124.0,00:04:11,5.0,251,4.18,Monday,February
Martha,2021-02-08,14,Contract related,Y,Y,57.0,00:02:30,1.0,150,2.5,Monday,February
Jim,2021-02-08,14,Payment related,Y,Y,51.0,00:05:09,5.0,309,5.15,Monday,February
Diane,2021-02-08,16,Payment related,Y,Y,119.0,00:06:46,3.0,406,6.77,Monday,February
Diane,2021-02-08,16,Streaming,Y,Y,62.0,00:04:47,3.0,287,4.78,Monday,February
Joe,2021-02-08,16,Contract related,Y,Y,70.0,00:03:13,5.0,193,3.22,Monday,February
Jim,2021-02-08,16,Contract related,Y,Y,30.0,00:04:12,4.0,252,4.2,Monday,February
Diane,2021-02-08,16,Admin Support,Y,Y,17.0,00:04:08,3.0,248,4.13,Monday,February
Joe,2021-02-08,16,Streaming,Y,Y,43.0,00:03:18,3.0,198,3.3,Monday,February
Dan,2021-02-08,16,Technical Support,Y,Y,81.0,00:01:56,5.0,116,1.93,Monday,February
Martha,2021-02-08,16,Admin Support,Y,Y,58.0,00:05:37,3.0,337,5.62,Monday,February
Martha,2021-02-08,16,Contract related,Y,Y,59.0,00:03:47,4.0,227,3.78,Monday,February
Martha,2021-02-08,17,Technical Support,Y,Y,110.0,00:05:17,5.0,317,5.28,Monday,February
Diane,2021-02-08,17,Streaming,Y,Y,91.0,00:01:29,3.0,89,1.48,Monday,February
Greg,2021-02-08,17,Admin Support,Y,Y,12.0,00:00:48,3.0,48,0.8,Monday,February
Dan,2021-02-08,17,Payment related,Y,Y,38.0,00:06:48,5.0,408,6.8,Monday,February
Becky,2021-02-09,9,Payment related,Y,Y,83.0,00:01:16,5.0,76,1.27,Tuesday,February
Joe,2021-02-09,9,Technical Support,Y,Y,31.0,00:03:27,4.0,207,3.45,Tuesday,February
Stewart,2021-02-09,9,Streaming,Y,Y,105.0,00:00:32,5.0,32,0.53,Tuesday,February
Diane,2021-02-09,9,Streaming,Y,Y,98.0,00:01:21,5.0,81,1.35,Tuesday,February
Joe,2021-02-09,10,Technical Support,Y,Y,56.0,00:04:01,2.0,241,4.02,Tuesday,February
Becky,2021-02-09,10,Technical Support,Y,Y,83.0,00:05:13,5.0,313,5.22,Tuesday,February
Greg,2021-02-09,10,Payment related,Y,Y,42.0,00:02:44,2.0,164,2.73,Tuesday,February
Dan,2021-02-09,10,Admin Support,Y,Y,59.0,00:05:06,3.0,306,5.1,Tuesday,February
Dan,2021-02-09,10,Admin Support,Y,Y,62.0,00:06:52,4.0,412,6.87,Tuesday,February
Jim,2021-02-09,10,Admin Support,Y,Y,63.0,00:04:16,1.0,256,4.27,Tuesday,February
Joe,2021-02-09,11,Technical Support,Y,Y,108.0,00:02:43,3.0,163,2.72,Tuesday,February
Dan,2021-02-09,11,Payment related,Y,N,100.0,00:06:45,5.0,405,6.75,Tuesday,February
Martha,2021-02-09,12,Contract related,Y,Y,69.0,00:05:50,3.0,350,5.83,Tuesday,February
Joe,2021-02-09,12,Admin Support,Y,Y,66.0,00:04:53,2.0,293,4.88,Tuesday,February
Dan,2021-02-09,12,Payment related,Y,Y,122.0,00:00:48,4.0,48,0.8,Tuesday,February
Dan,2021-02-09,12,Admin Support,Y,Y,44.0,00:05:26,4.0,326,5.43,Tuesday,February
Joe,2021-02-09,12,Contract related,Y,Y,48.0,00:05:32,3.0,332,5.53,Tuesday,February
Dan,2021-02-09,12,Contract related,Y,Y,82.0,00:03:49,1.0,229,3.82,Tuesday,February
Greg,2021-02-09,12,Streaming,Y,N,17.0,00:05:06,2.0,306,5.1,Tuesday,February
Greg,2021-02-09,12,Payment related,Y,Y,52.0,00:01:57,5.0,117,1.95,Tuesday,February
Diane,2021-02-09,13,Admin Support,Y,Y,61.0,00:05:55,5.0,355,5.92,Tuesday,February
Dan,2021-02-09,13,Admin Support,Y,Y,103.0,00:03:26,4.0,206,3.43,Tuesday,February
Diane,2021-02-09,13,Admin Support,Y,Y,30.0,00:01:11,4.0,71,1.18,Tuesday,February
Jim,2021-02-09,13,Streaming,Y,Y,21.0,00:03:12,5.0,192,3.2,Tuesday,February
Jim,2021-02-09,13,Streaming,Y,Y,117.0,00:04:18,5.0,258,4.3,Tuesday,February
Joe,2021-02-09,13,Admin Support,Y,Y,110.0,00:06:33,3.0,393,6.55,Tuesday,February
Becky,2021-02-09,14,Payment related,Y,N,47.0,00:06:42,3.0,402,6.7,Tuesday,February
Diane,2021-02-09,14,Streaming,Y,Y,48.0,00:02:03,4.0,123,2.05,Tuesday,February
Martha,2021-02-09,14,Technical Support,Y,Y,63.0,00:03:31,5.0,211,3.52,Tuesday,February
Jim,2021-02-09,15,Admin Support,Y,Y,78.0,00:01:43,3.0,103,1.72,Tuesday,February
Dan,2021-02-09,15,Admin Support,Y,Y,80.0,00:06:38,5.0,398,6.63,Tuesday,February
Martha,2021-02-09,16,Admin Support,Y,Y,93.0,00:01:27,5.0,87,1.45,Tuesday,February
Greg,2021-02-09,16,Admin Support,Y,Y,88.0,00:01:36,5.0,96,1.6,Tuesday,February
Joe,2021-02-09,16,Streaming,Y,Y,14.0,00:03:30,5.0,210,3.5,Tuesday,February
Becky,2021-02-09,16,Admin Support,Y,Y,59.0,00:04:36,3.0,276,4.6,Tuesday,February
Stewart,2021-02-09,16,Technical Support,Y,Y,101.0,00:01:18,2.0,78,1.3,Tuesday,February
Greg,2021-02-09,16,Streaming,Y,Y,38.0,00:00:43,2.0,43,0.72,Tuesday,February
Jim,2021-02-09,16,Technical Support,Y,Y,104.0,00:02:34,1.0,154,2.57,Tuesday,February
Stewart,2021-02-09,16,Admin Support,Y,Y,29.0,00:01:04,4.0,64,1.07,Tuesday,February
Diane,2021-02-09,16,Streaming,Y,Y,67.0,00:01:51,2.0,111,1.85,Tuesday,February
Dan,2021-02-09,16,Admin Support,Y,Y,75.0,00:04:55,5.0,295,4.92,Tuesday,February
Greg,2021-02-09,17,Payment related,Y,Y,110.0,00:01:03,1.0,63,1.05,Tuesday,February
Jim,2021-02-09,17,Streaming,Y,N,36.0,00:06:51,2.0,411,6.85,Tuesday,February
Diane,2021-02-09,17,Contract related,Y,Y,96.0,00:06:24,2.0,384,6.4,Tuesday,February
Joe,2021-02-09,17,Technical Support,Y,N,91.0,00:03:43,4.0,223,3.72,Tuesday,February
Becky,2021-02-09,17,Streaming,Y,Y,53.0,00:01:08,4.0,68,1.13,Tuesday,February
Joe,2021-02-10,9,Streaming,Y,Y,112.0,00:05:34,3.0,334,5.57,Wednesday,February
Martha,2021-02-10,9,Technical Support,Y,Y,87.0,00:01:23,3.0,83,1.38,Wednesday,February
Diane,2021-02-10,9,Admin Support,Y,Y,78.0,00:01:45,5.0,105,1.75,Wednesday,February
Jim,2021-02-10,9,Payment related,Y,N,16.0,00:01:53,4.0,113,1.88,Wednesday,February
Jim,2021-02-10,9,Streaming,Y,Y,56.0,00:06:38,4.0,398,6.63,Wednesday,February
Diane,2021-02-10,10,Technical Support,Y,Y,87.0,00:06:49,3.0,409,6.82,Wednesday,February
Jim,2021-02-10,11,Admin Support,Y,N,46.0,00:05:54,4.0,354,5.9,Wednesday,February
Becky,2021-02-10,11,Payment related,Y,Y,116.0,00:06:13,3.0,373,6.22,Wednesday,February
Stewart,2021-02-10,11,Technical Support,Y,Y,26.0,00:01:39,4.0,99,1.65,Wednesday,February
Joe,2021-02-10,11,Technical Support,Y,Y,94.0,00:03:53,2.0,233,3.88,Wednesday,February
Joe,2021-02-10,11,Streaming,Y,N,87.0,00:01:21,3.0,81,1.35,Wednesday,February
Greg,2021-02-10,11,Technical Support,Y,Y,14.0,00:01:19,3.0,79,1.32,Wednesday,February
Jim,2021-02-10,11,Contract related,Y,Y,49.0,00:03:51,3.0,231,3.85,Wednesday,February
Stewart,2021-02-10,11,Contract related,Y,Y,91.0,00:02:12,2.0,132,2.2,Wednesday,February
Becky,2021-02-10,11,Contract related,Y,Y,63.0,00:02:38,3.0,158,2.63,Wednesday,February
Diane,2021-02-10,11,Admin Support,Y,Y,92.0,00:02:48,4.0,168,2.8,Wednesday,February
Jim,2021-02-10,12,Technical Support,Y,Y,34.0,00:02:29,5.0,149,2.48,Wednesday,February
Jim,2021-02-10,12,Payment related,Y,Y,88.0,00:03:43,3.0,223,3.72,Wednesday,February
Martha,2021-02-10,12,Admin Support,Y,Y,28.0,00:01:58,3.0,118,1.97,Wednesday,February
Martha,2021-02-10,12,Contract related,Y,Y,103.0,00:00:52,2.0,52,0.87,Wednesday,February
Joe,2021-02-10,12,Technical Support,Y,Y,11.0,00:01:02,1.0,62,1.03,Wednesday,February
Becky,2021-02-10,12,Payment related,Y,Y,65.0,00:02:42,5.0,162,2.7,Wednesday,February
Dan,2021-02-10,12,Payment related,Y,N,46.0,00:06:08,2.0,368,6.13,Wednesday,February
Stewart,2021-02-10,13,Payment related,Y,Y,77.0,00:06:21,1.0,381,6.35,Wednesday,February
Dan,2021-02-10,13,Contract related,Y,N,53.0,00:05:47,2.0,347,5.78,Wednesday,February
Jim,2021-02-10,13,Payment related,Y,Y,30.0,00:02:21,4.0,141,2.35,Wednesday,February
Joe,2021-02-10,13,Admin Support,Y,Y,106.0,00:02:33,2.0,153,2.55,Wednesday,February
Joe,2021-02-10,13,Streaming,Y,Y,13.0,00:05:50,4.0,350,5.83,Wednesday,February
Martha,2021-02-10,13,Contract related,Y,Y,45.0,00:05:37,5.0,337,5.62,Wednesday,February
Greg,2021-02-10,14,Streaming,Y,Y,19.0,00:01:49,5.0,109,1.82,Wednesday,February
Becky,2021-02-10,15,Payment related,Y,Y,64.0,00:02:50,5.0,170,2.83,Wednesday,February
Dan,2021-02-10,15,Streaming,Y,N,47.0,00:02:01,5.0,121,2.02,Wednesday,February
Greg,2021-02-10,15,Payment related,Y,Y,120.0,00:00:56,3.0,56,0.93,Wednesday,February
Stewart,2021-02-10,15,Contract related,Y,Y,85.0,00:02:09,3.0,129,2.15,Wednesday,February
Dan,2021-02-10,16,Contract related,Y,Y,64.0,00:01:38,3.0,98,1.63,Wednesday,February
Martha,2021-02-10,16,Technical Support,Y,Y,73.0,00:06:11,5.0,371,6.18,Wednesday,February
Martha,2021-02-10,16,Contract related,Y,Y,122.0,00:04:35,4.0,275,4.58,Wednesday,February
Diane,2021-02-10,17,Technical Support,Y,Y,114.0,00:06:54,3.0,414,6.9,Wednesday,February
Becky,2021-02-10,17,Technical Support,Y,Y,30.0,00:06:31,1.0,391,6.52,Wednesday,February
Diane,2021-02-10,17,Admin Support,Y,Y,47.0,00:00:47,4.0,47,0.78,Wednesday,February
Joe,2021-02-10,17,Payment related,Y,Y,23.0,00:03:37,2.0,217,3.62,Wednesday,February
Greg,2021-02-10,17,Payment related,Y,Y,99.0,00:01:42,3.0,102,1.7,Wednesday,February
Stewart,2021-02-10,17,Contract related,Y,Y,51.0,00:04:51,4.0,291,4.85,Wednesday,February
Diane,2021-02-10,17,Contract related,Y,Y,20.0,00:05:06,1.0,306,5.1,Wednesday,February
Jim,2021-02-10,17,Admin Support,Y,Y,25.0,00:06:15,5.0,375,6.25,Wednesday,February
Jim,2021-02-10,17,Contract related,Y,Y,69.0,00:04:16,3.0,256,4.27,Wednesday,February
Dan,2021-02-10,17,Admin Support,Y,Y,118.0,00:05:40,4.0,340,5.67,Wednesday,February
Diane,2021-02-10,17,Payment related,Y,Y,108.0,00:04:40,5.0,280,4.67,Wednesday,February
Martha,2021-02-11,9,Streaming,Y,Y,59.0,00:04:31,5.0,271,4.52,Thursday,February
Diane,2021-02-11,9,Technical Support,Y,Y,103.0,00:01:22,3.0,82,1.37,Thursday,February
Jim,2021-02-11,9,Contract related,Y,Y,112.0,00:01:24,1.0,84,1.4,Thursday,February
Diane,2021-02-11,9,Streaming,Y,Y,38.0,00:03:30,5.0,210,3.5,Thursday,February
Jim,2021-02-11,9,Contract related,Y,Y,81.0,00:04:44,3.0,284,4.73,Thursday,February
Martha,2021-02-11,9,Admin Support,Y,N,115.0,00:03:02,4.0,182,3.03,Thursday,February
Stewart,2021-02-11,10,Contract related,Y,Y,45.0,00:01:04,4.0,64,1.07,Thursday,February
Dan,2021-02-11,10,Admin Support,Y,Y,11.0,00:02:06,5.0,126,2.1,Thursday,February
Joe,2021-02-11,10,Streaming,Y,Y,93.0,00:02:17,1.0,137,2.28,Thursday,February
Becky,2021-02-11,10,Streaming,Y,Y,107.0,00:01:45,5.0,105,1.75,Thursday,February
Martha,2021-02-11,10,Payment related,Y,Y,36.0,00:05:37,3.0,337,5.62,Thursday,February
Greg,2021-02-11,10,Contract related,Y,Y,81.0,00:04:20,1.0,260,4.33,Thursday,February
Greg,2021-02-11,11,Payment related,Y,Y,58.0,00:06:31,3.0,391,6.52,Thursday,February
Jim,2021-02-11,11,Contract related,Y,Y,102.0,00:06:13,5.0,373,6.22,Thursday,February
Becky,2021-02-11,11,Streaming,Y,Y,63.0,00:05:52,4.0,352,5.87,Thursday,February
Dan,2021-02-11,11,Streaming,Y,Y,106.0,00:00:41,4.0,41,0.68,Thursday,February
Jim,2021-02-11,11,Payment related,Y,Y,31.0,00:00:47,4.0,47,0.78,Thursday,February
Dan,2021-02-11,11,Contract related,Y,Y,93.0,00:04:54,5.0,294,4.9,Thursday,February
Becky,2021-02-11,12,Admin Support,Y,Y,66.0,00:03:11,4.0,191,3.18,Thursday,February
Diane,2021-02-11,12,Payment related,Y,Y,18.0,00:02:08,5.0,128,2.13,Thursday,February
Martha,2021-02-11,12,Admin Support,Y,Y,65.0,00:05:43,5.0,343,5.72,Thursday,February
Dan,2021-02-11,12,Contract related,Y,Y,116.0,00:04:12,2.0,252,4.2,Thursday,February
Martha,2021-02-11,12,Admin Support,Y,Y,19.0,00:05:35,5.0,335,5.58,Thursday,February
Greg,2021-02-11,12,Technical Support,Y,Y,120.0,00:06:54,3.0,414,6.9,Thursday,February
Martha,2021-02-11,12,Admin Support,Y,Y,32.0,00:00:55,3.0,55,0.92,Thursday,February
Stewart,2021-02-11,12,Admin Support,Y,Y,121.0,00:05:45,2.0,345,5.75,Thursday,February
Greg,2021-02-11,12,Admin Support,Y,Y,82.0,00:03:21,4.0,201,3.35,Thursday,February
Martha,2021-02-11,12,Contract related,Y,Y,53.0,00:02:18,4.0,138,2.3,Thursday,February
Becky,2021-02-11,13,Technical Support,Y,Y,16.0,00:05:12,4.0,312,5.2,Thursday,February
Martha,2021-02-11,13,Admin Support,Y,Y,67.0,00:06:11,3.0,371,6.18,Thursday,February
Dan,2021-02-11,13,Streaming,Y,Y,95.0,00:02:59,4.0,179,2.98,Thursday,February
Diane,2021-02-11,13,Admin Support,Y,Y,75.0,00:02:42,3.0,162,2.7,Thursday,February
Jim,2021-02-11,13,Streaming,Y,Y,53.0,00:05:25,3.0,325,5.42,Thursday,February
Joe,2021-02-11,13,Contract related,Y,Y,116.0,00:00:49,5.0,49,0.82,Thursday,February
Stewart,2021-02-11,13,Technical Support,Y,Y,83.0,00:04:23,3.0,263,4.38,Thursday,February
Jim,2021-02-11,13,Contract related,Y,Y,92.0,00:02:15,4.0,135,2.25,Thursday,February
Martha,2021-02-11,13,Admin Support,Y,Y,24.0,00:02:41,3.0,161,2.68,Thursday,February
Martha,2021-02-11,13,Contract related,Y,Y,16.0,00:04:17,4.0,257,4.28,Thursday,February
Jim,2021-02-11,14,Contract related,Y,Y,24.0,00:02:22,5.0,142,2.37,Thursday,February
Martha,2021-02-11,14,Technical Support,Y,Y,114.0,00:03:49,2.0,229,3.82,Thursday,February
Jim,2021-02-11,14,Technical Support,Y,Y,120.0,00:05:57,4.0,357,5.95,Thursday,February
Martha,2021-02-11,14,Streaming,Y,Y,89.0,00:06:57,5.0,417,6.95,Thursday,February
Martha,2021-02-11,14,Payment related,Y,Y,83.0,00:01:29,4.0,89,1.48,Thursday,February
Dan,2021-02-11,14,Streaming,Y,Y,71.0,00:02:34,5.0,154,2.57,Thursday,February
Greg,2021-02-11,14,Streaming,Y,Y,62.0,00:02:00,4.0,120,2.0,Thursday,February
Becky,2021-02-11,15,Payment related,Y,Y,84.0,00:03:15,2.0,195,3.25,Thursday,February
Dan,2021-02-11,15,Technical Support,Y,Y,17.0,00:01:21,4.0,81,1.35,Thursday,February
Greg,2021-02-11,15,Contract related,Y,Y,24.0,00:03:51,4.0,231,3.85,Thursday,February
Joe,2021-02-11,15,Streaming,Y,Y,108.0,00:05:34,3.0,334,5.57,Thursday,February
Diane,2021-02-11,15,Payment related,Y,Y,13.0,00:02:04,3.0,124,2.07,Thursday,February
Becky,2021-02-11,15,Technical Support,Y,Y,119.0,00:06:23,3.0,383,6.38,Thursday,February
Dan,2021-02-11,16,Payment related,Y,Y,80.0,00:05:32,2.0,332,5.53,Thursday,February
Joe,2021-02-11,16,Contract related,Y,Y,99.0,00:01:52,4.0,112,1.87,Thursday,February
Martha,2021-02-11,16,Streaming,Y,Y,60.0,00:05:53,4.0,353,5.88,Thursday,February
Greg,2021-02-11,16,Admin Support,Y,Y,121.0,00:04:52,4.0,292,4.87,Thursday,February
Becky,2021-02-11,17,Contract related,Y,Y,91.0,00:06:08,2.0,368,6.13,Thursday,February
Greg,2021-02-11,17,Payment related,Y,Y,91.0,00:01:45,2.0,105,1.75,Thursday,February
Diane,2021-02-11,17,Admin Support,Y,Y,99.0,00:01:05,3.0,65,1.08,Thursday,February
Martha,2021-02-12,10,Technical Support,Y,Y,101.0,00:05:16,3.0,316,5.27,Friday,February
Diane,2021-02-12,10,Technical Support,Y,Y,61.0,00:04:25,1.0,265,4.42,Friday,February
Becky,2021-02-12,10,Streaming,Y,Y,35.0,00:02:31,4.0,151,2.52,Friday,February
Joe,2021-02-12,10,Contract related,Y,N,55.0,00:04:14,1.0,254,4.23,Friday,February
Becky,2021-02-12,10,Admin Support,Y,Y,107.0,00:03:50,5.0,230,3.83,Friday,February
Becky,2021-02-12,10,Streaming,Y,Y,21.0,00:07:00,5.0,420,7.0,Friday,February
Joe,2021-02-12,10,Contract related,Y,Y,79.0,00:03:31,4.0,211,3.52,Friday,February
Diane,2021-02-12,10,Payment related,Y,Y,67.0,00:02:17,3.0,137,2.28,Friday,February
Becky,2021-02-12,10,Technical Support,Y,Y,32.0,00:01:52,3.0,112,1.87,Friday,February
Martha,2021-02-12,10,Contract related,Y,Y,79.0,00:04:45,4.0,285,4.75,Friday,February
Jim,2021-02-12,10,Admin Support,Y,Y,117.0,00:03:59,3.0,239,3.98,Friday,February
Dan,2021-02-12,10,Technical Support,Y,Y,110.0,00:04:31,4.0,271,4.52,Friday,February
Dan,2021-02-12,10,Admin Support,Y,Y,31.0,00:00:32,4.0,32,0.53,Friday,February
Greg,2021-02-12,11,Streaming,Y,Y,87.0,00:06:30,4.0,390,6.5,Friday,February
Becky,2021-02-12,11,Technical Support,Y,Y,99.0,00:06:55,5.0,415,6.92,Friday,February
Martha,2021-02-12,11,Streaming,Y,Y,83.0,00:03:43,4.0,223,3.72,Friday,February
Diane,2021-02-12,11,Admin Support,Y,Y,36.0,00:06:13,3.0,373,6.22,Friday,February
Dan,2021-02-12,11,Admin Support,Y,Y,67.0,00:06:52,3.0,412,6.87,Friday,February
Stewart,2021-02-12,12,Technical Support,Y,Y,91.0,00:03:06,4.0,186,3.1,Friday,February
Greg,2021-02-12,12,Streaming,Y,Y,29.0,00:05:56,3.0,356,5.93,Friday,February
Diane,2021-02-12,12,Admin Support,Y,Y,86.0,00:04:12,1.0,252,4.2,Friday,February
Jim,2021-02-12,12,Payment related,Y,Y,58.0,00:01:52,5.0,112,1.87,Friday,February
Greg,2021-02-12,12,Payment related,Y,Y,57.0,00:00:46,1.0,46,0.77,Friday,February
Jim,2021-02-12,13,Streaming,Y,Y,70.0,00:04:48,3.0,288,4.8,Friday,February
Joe,2021-02-12,13,Contract related,Y,Y,77.0,00:02:20,4.0,140,2.33,Friday,February
Dan,2021-02-12,13,Contract related,Y,Y,31.0,00:05:16,5.0,316,5.27,Friday,February
Diane,2021-02-12,13,Technical Support,Y,Y,43.0,00:00:56,2.0,56,0.93,Friday,February
Jim,2021-02-12,13,Technical Support,Y,Y,38.0,00:05:06,4.0,306,5.1,Friday,February
Diane,2021-02-12,15,Contract related,Y,N,83.0,00:02:24,5.0,144,2.4,Friday,February
Jim,2021-02-12,17,Admin Support,Y,Y,122.0,00:04:31,5.0,271,4.52,Friday,February
Dan,2021-02-12,17,Technical Support,Y,Y,42.0,00:06:48,5.0,408,6.8,Friday,February
Becky,2021-02-12,17,Streaming,Y,Y,61.0,00:01:11,4.0,71,1.18,Friday,February
Jim,2021-02-12,17,Streaming,Y,N,103.0,00:03:57,3.0,237,3.95,Friday,February
Becky,2021-02-12,17,Streaming,Y,Y,110.0,00:05:26,4.0,326,5.43,Friday,February
Martha,2021-02-13,9,Technical Support,Y,Y,88.0,00:02:15,2.0,135,2.25,Saturday,February
